label,messages,length
ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,159
ham,"Call me da, i am waiting for your call.",39
ham,Missing you too.pray inshah allah,33
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",415
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,121
ham,Ok,2
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",91
ham,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",116
ham,WHAT TIME U WRKIN?,18
ham,Ok c ü then.,12
ham,Just seeing your missed call my dear brother. Do have a gr8 day.,64
ham,Why i come in between you people,32
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,119
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,156
ham,If u dun drive then how i go 2 sch.,35
ham,Then what about further plan?,29
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",113
ham,Having lunch:)you are not in online?why?,40
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,84
ham,"Sorry, I'll call later",22
ham,Oh all have to come ah?,23
ham,Surely result will offer:),26
ham,"It's ok, at least armand's still around",39
ham,Nokia phone is lovly..,22
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",173
ham,U coming 2 pick me?,19
ham,"Sorry, I'll call later in meeting",33
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,150
ham,You should change your fb to jaykwon thuglyfe falconerf,55
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,112
ham,Don know. I did't msg him recently.,35
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,96
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,105
ham,"Yes, princess. Toledo.",22
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,101
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,143
ham,K.then any other special?,25
ham,Po de :-):):-):-):-). No need job aha.,38
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,54
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",154
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",148
ham,Moji just informed me that you saved our lives. Thanks.,55
ham,Speak only when you feel your words are better than the silence... Gud mrng:-),78
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,113
ham,"Sir, waiting for your letter.",29
ham,Ha ha ha good joke. Girls are situation seekers.,48
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,92
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",86
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",169
ham,By monday next week. Give me the full gist,42
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,69
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,157
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,101
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",123
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,132
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",86
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,131
ham,MMM ... Fuck .... Merry Christmas to me,39
ham,"Sorry, I'll call later",22
ham,Great. Never been better. Each day gives even more reasons to thank God,71
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,53
ham,Then ur physics get a-?,23
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,140
ham,I dont know why she.s not getting your messages,47
ham,The basket's gettin full so I might be by tonight,49
ham,Id have to check but there's only like 1 bowls worth left,57
ham,Lolnice. I went from a fish to ..water.?,40
ham,Prabha..i'm soryda..realy..frm heart i'm sory,45
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",160
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,35
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,132
ham,Gibbs unsold.mike hussey,24
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",141
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,129
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,108
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",93
ham,I'll text now! All creepy like so he won't think that we forgot,63
ham,have * good weekend.,20
ham,I.ll hand her my phone to chat wit u,36
ham,i cant talk to you now.i will call when i can.dont keep calling.,64
ham,Ok. There may be a free gym about.,34
ham,We stopped to get ice cream and will go back after,50
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,75
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,195
ham,How much did ur hdd casing cost.,32
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",101
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,86
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,143
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,56
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,62
ham,Ü dun need to pick ur gf?,25
ham,Sent me ur email id soon,24
ham,Well she's in for a big surprise!,33
ham,Nothing spl..wat abt u and whr ru?,34
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",149
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,101
ham,Later i guess. I needa do mcat study too.,41
ham,Y lei?,6
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",103
ham,Are you free now?can i call now?,32
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",97
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",121
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",155
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,148
ham,Well boy am I glad G wasted all night at applebees for nothing,62
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",159
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,126
ham,No. Did you multimedia message them or e-mail?,46
ham,Must come later.. I normally bathe him in da afternoon mah..,60
ham,Wat would u like 4 ur birthday?,31
ham,You made my day. Do have a great day too.,41
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",94
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,119
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!",65
ham,Just now saw your message.it k da:),35
ham,Yes just finished watching days of our lives. I love it.,56
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,84
ham,"Its ok, called mom instead have fun",35
ham,I will lick up every drop :) are you ready to use your mouth as well?,69
ham,Aight ill get on fb in a couple minutes,39
ham,I'll be late...,15
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",140
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",156
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",97
ham,"That's very rude, you on campus?",32
ham,Enjoy urself tmr...,19
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,131
ham,Yes we are chatting too.,24
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,112
ham,"Aight I'll grab something to eat too, text me when you're back at mu",68
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,70
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",142
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",205
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,154
ham,Full heat pa:-) i have applyed oil pa.,38
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,146
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),119
ham,Can't take any major roles in community outreach. You rock mel,62
ham,"Geeeee ... Your internet is really bad today, eh ?",50
ham,Well thats nice. Too bad i cant eat it,38
ham,Hope you are having a great day.,32
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",70
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,230
ham,"I want to show you the world, princess :) how about europe?",59
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,157
ham,What not under standing.,24
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",145
ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,111
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",83
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,133
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",130
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,143
ham,When are you guys leaving?,26
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,116
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,77
ham,Just got to  &lt;#&gt;,22
ham,Dear umma she called me now :-),31
ham,Yup i thk so until e shop closes lor.,37
ham,K.k..how is your sister kids?,29
ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",101
ham,"Sorry, I'll call later",22
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,175
ham,Hey tmr maybe can meet you at yck,33
ham,Jus came back fr lunch wif my sis only. U leh?,46
ham,Well. Im computerless. Time to make some oreo truffles,54
ham,Ü mean it's confirmed... I tot they juz say oni... Ok then... ,62
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,67
ham,At home watching tv lor.,24
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,91
ham,So are you guys asking that i get that slippers again or its gone with last year,80
ham,Yes its possible but dint try. Pls dont tell to any one k,57
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,152
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,140
ham,"Received, understood n acted upon!",34
ham,Actually getting ready to leave the house.,42
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",130
ham,Hi:)did you asked to waheeda fathima about leave?,49
ham,Good Morning plz call me sir,28
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,109
ham,S.this will increase the chance of winning.,43
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",141
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",156
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,68
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,124
ham,Now thats going to ruin your thesis!,36
ham,Yeah confirmed for you staying at  that weekend,47
ham,Only saturday and sunday holiday so its very difficult:),56
ham,Did u fix the teeth?if not do it asap.ok take care.,51
ham,Going to join tomorrow.,23
ham,He also knows about lunch menu only da. . I know,48
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,53
ham,Webpage s not available!,24
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,91
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,180
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,88
ham,Whens your radio show?,22
ham,So what did the bank say about the money?,41
ham,I can send you a pic if you like :),35
ham,Waiting for your call.,22
ham,K then 2marrow are you coming to class.,39
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,156
ham,am up to my eyes in philosophy,30
ham,"It could work, we'll reach a consensus at the next meeting",58
ham,Did u download the fring app?,29
ham,So i asked how's anthony. Dad. And your bf,42
ham,I think i've fixed it can you send a test message?,50
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",161
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",128
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,155
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",123
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,70
ham,And he's apparently bffs with carly quick now,45
ham,"It's cool, we can last a little while. Getting more any time soon?",66
ham,I think steyn surely get one wicket:),37
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?,67
ham,Sorry for the delay. Yes masters,32
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,90
ham,That's significant but dont worry.,34
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,84
ham,Wait 2 min..stand at bus stop,29
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",149
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",120
ham,So ü'll be submitting da project tmr rite?,42
ham,"K I'll head out in a few mins, see you there",44
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",119
ham,I fetch yun or u fetch?,23
spam,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,148
ham,S.i think he is waste for rr..,30
ham,How much are we getting?,24
ham,I think if he rule tamilnadu..then its very tough for our people.,65
ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,62
ham,Are you willing to go for apps class.,37
ham,Tell them no need to investigate about me anywhere.,51
ham,Tension ah?what machi?any problem?,34
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",162
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,94
ham,"Aight, call me once you're close",32
ham,Ok i vl..do u know i got adsense approved..,43
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,80
ham,Its worse if if uses half way then stops. Its better for him to complete it.,76
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,72
ham,Got it. Seventeen pounds for seven hundred ml – hope ok.,56
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,89
ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",81
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,87
ham,"Jay told me already, will do",28
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",148
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,123
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,81
ham,Mode men or have you left.,26
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,72
ham,No..few hours before.went to hair cut .,39
ham,Printer is cool. I mean groovy. Wine is groovying,49
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),155
ham,Good morning princess! Have a great day!,40
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),112
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,157
ham,Thank god they are in bed!,26
ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",154
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,106
ham,"How long has it been since you screamed, princess?",50
ham,Is ur paper in e morn or aft tmr?,33
ham,Where r e meeting tmr?,22
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",180
ham,Aight should I just plan to come up later tonight?,50
ham,Roger that. We‘re probably going to rem in about 20,51
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,160
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",121
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",108
spam,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",100
ham,Dare i ask... Any luck with sorting out the car?,48
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,72
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,69
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",109
spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.",130
ham,Im just wondering what your doing right now?,44
ham,Thanks honey. Have a great day.,31
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",223
ham,LOL what happens in Vegas stays in vegas,40
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",159
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,62
ham,Were somewhere on Fredericksburg,32
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,180
ham,Lara said she can loan me  &lt;#&gt; .,38
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,135
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,71
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,136
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,193
ham,I will reach before ten morning,31
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",200
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,107
ham,Yeah we do totes. When u wanna?,31
ham,When did you get to the library,31
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,136
ham,I'm glad. You are following your dreams.,40
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",99
ham,I didnt get anything da,23
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",156
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,45
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,329
ham,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? ,72
ham,Did either of you have any idea's? Do you know of anyplaces doing something?,76
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,159
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",136
ham,You can jot down things you want to remember later.,51
ham,Send me the new number,22
ham,K. I will sent it again,23
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,111
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",130
ham,"Just arrived, see you in a couple days &lt;3",44
ham,Siva is in hostel aha:-.,24
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,136
ham,Where did u go? My phone is gonna die you have to stay in here,62
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,136
ham,Oh yeah clearly it's my fault,29
ham,I can do that! I want to please you both inside and outside the bedroom...,74
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,160
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,96
ham,Wat r u doing now?,18
ham,Still i have not checked it da. . .,35
ham,"By the way, 'rencontre' is to meet again. Mountains dont....",60
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",76
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,116
ham,How are you. Its been ages. How's abj,37
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,147
ham,You'll never believe this but i have actually got off at taunton. Wow,69
ham,Pls go there today  &lt;#&gt; . I dont want any excuses,55
ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",154
ham,What Today-sunday..sunday is holiday..so no work..,50
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",363
ham,Aiyo please ü got time meh.,27
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",90
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",55
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,148
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),82
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,146
ham,Yes :)it completely in out of form:)clark also utter waste.,59
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,81
ham,"Just sent again. Do you scream and moan in bed, princess?",57
ham,I am waiting machan. Call me once you free.,43
ham,Ok.,3
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",109
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty",61
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",126
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,139
ham,Nt joking seriously i told,26
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,164
ham,They just talking thats it de. They wont any other.,51
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,123
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,114
ham,Oh k :)why you got job then whats up?,37
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,60
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,156
